id,published,lastModified,description,severity,cvssScore
CVE-2000-0922,2000-12-19T05:00:00.000,2025-04-03T01:03:51.193,Directory traversal vulnerability in Bytes Interactive Web Shopper shopping cart program (shopper.cgi) 2.0 and earlier allows remote attackers to read arbitrary files via a .. (dot dot) attack on the newpage parameter.,MEDIUM,
CVE-2000-0935,2000-12-19T05:00:00.000,2025-04-03T01:03:51.193,Samba Web Administration Tool (SWAT) in Samba 2.0.7 allows local users to overwrite arbitrary files via a symlink attack on the cgi.log file.,HIGH,
CVE-2000-0936,2000-12-19T05:00:00.000,2025-04-03T01:03:51.193,"Samba Web Administration Tool (SWAT) in Samba 2.0.7 installs the cgi.log logging file with world readable permissions, which allows local users to read sensitive information such as user names and passwords.",LOW,
CVE-2000-0937,2000-12-19T05:00:00.000,2025-04-03T01:03:51.193,"Samba Web Administration Tool (SWAT) in Samba 2.0.7 does not log login attempts in which the username is correct but the password is wrong, which allows remote attackers to conduct brute force password guessing attacks.",HIGH,
CVE-2000-0938,2000-12-19T05:00:00.000,2025-04-03T01:03:51.193,"Samba Web Administration Tool (SWAT) in Samba 2.0.7 supplies a different error message when a valid username is provided versus an invalid name, which allows remote attackers to identify valid users on the server.",MEDIUM,
CVE-2000-0939,2000-12-19T05:00:00.000,2025-04-03T01:03:51.193,Samba Web Administration Tool (SWAT) in Samba 2.0.7 allows remote attackers to cause a denial of service by repeatedly submitting a nonstandard URL in the GET HTTP request and forcing it to restart.,MEDIUM,
CVE-2000-0941,2000-12-19T05:00:00.000,2025-04-03T01:03:51.193,"Kootenay Web KW Whois 1.0 CGI program allows remote attackers to execute arbitrary commands via shell metacharacters in the ""whois"" parameter.",HIGH,
CVE-2000-0942,2000-12-19T05:00:00.000,2025-04-03T01:03:51.193,"The CiWebHitsFile component in Microsoft Indexing Services for Windows 2000 allows remote attackers to conduct a cross site scripting (CSS) attack via a CiRestriction parameter in a .htw request, aka the ""Indexing Services Cross Site Scripting"" vulnerability.",MEDIUM,
CVE-2000-0945,2000-12-19T05:00:00.000,2025-04-03T01:03:51.193,"The web configuration interface for Catalyst 3500 XL switches allows remote attackers to execute arbitrary commands without authentication when the enable password is not set, via a URL containing the /exec/ directory.",HIGH,
CVE-2000-0951,2000-12-19T05:00:00.000,2025-04-03T01:03:51.193,A misconfiguration in IIS 5.0 with Index Server enabled and the Index property set allows remote attackers to list directories in the web root via a Web Distributed Authoring and Versioning (WebDAV) search.,MEDIUM,
CVE-2000-0957,2000-12-19T05:00:00.000,2025-04-03T01:03:51.193,"The pluggable authentication module for mysql (pam_mysql) before 0.4.7 does not properly cleanse user input when constructing SQL statements, which allows attackers to obtain plaintext passwords or hashes.",HIGH,
CVE-2000-0958,2000-12-19T05:00:00.000,2025-04-03T01:03:51.193,HotJava Browser 3.0 allows remote attackers to access the DOM of a web page by opening a javascript: URL in a named window.,MEDIUM,
CVE-2000-0964,2000-12-19T05:00:00.000,2025-04-03T01:03:51.193,Buffer overflow in the web administration service for the HiNet LP5100 IP-phone allows remote attackers to cause a denial of service and possibly execute arbitrary commands via a long GET request.,HIGH,
CVE-2000-0967,2000-12-19T05:00:00.000,2025-04-03T01:03:51.193,"PHP 3 and 4 do not properly cleanse user-injected format strings, which allows remote attackers to execute arbitrary commands by triggering error messages that are improperly written to the error logs.",HIGH,
CVE-2000-0970,2000-12-19T05:00:00.000,2025-04-03T01:03:51.193,"IIS 4.0 and 5.0 .ASP pages send the same Session ID cookie for secure and insecure web sessions, which could allow remote attackers to hijack the secure web session of the user if that user moves to an insecure session, aka the ""Session ID Cookie Marking"" vulnerability.",HIGH,
CVE-2000-0972,2000-12-19T05:00:00.000,2025-04-03T01:03:51.193,"HP-UX 11.00 crontab allows local users to read arbitrary files via the -e option by creating a symlink to the target file during the crontab session, quitting the session, and reading the error messages that crontab generates.",LOW,
CVE-2000-0981,2000-12-19T05:00:00.000,2025-04-03T01:03:51.193,MySQL Database Engine uses a weak authentication method which leaks information that could be used by a remote attacker to recover the password.,HIGH,
CVE-2000-0982,2000-12-19T05:00:00.000,2025-04-03T01:03:51.193,"Internet Explorer before 5.5 forwards cached user credentials for a secure web site to insecure pages on the same web site, which could allow remote attackers to obtain the credentials by monitoring connections to the web server, aka the ""Cached Web Credentials"" vulnerability.",HIGH,
CVE-2000-0984,2000-12-19T05:00:00.000,2025-04-03T01:03:51.193,"The HTTP server in Cisco IOS 12.0 through 12.1 allows local users to cause a denial of service (crash and reload) via a URL containing a ""?/"" string.",MEDIUM,
CVE-2000-1225,2000-12-31T05:00:00.000,2025-04-03T01:03:51.193,"Xitami 2.5b installs the testcgi.exe program by default in the cgi-bin directory, which allows remote attackers to gain sensitive configuration information about the web server by accessing the program.",MEDIUM,
CVE-2000-1228,2000-12-31T05:00:00.000,2025-04-03T01:03:51.193,"Phorum 3.0.7 allows remote attackers to change the administrator password without authentication via an HTTP request for admin.php3 that sets step, option, confirm and newPssword variables.",MEDIUM,
CVE-2000-1229,2000-12-31T05:00:00.000,2025-04-03T01:03:51.193,"Directory traversal vulnerability in Phorum 3.0.7 allows remote Phorum administrators to read arbitrary files via "".."" (dot dot) sequences in the default .langfile name field in the Master Settings administrative function, which causes the file to be displayed in admin.php3.",MEDIUM,
CVE-2000-1230,2000-12-31T05:00:00.000,2025-04-03T01:03:51.193,"Backdoor in auth.php3 in Phorum 3.0.7 allows remote attackers to access restricted web pages via an HTTP request with the PHP_AUTH_USER parameter set to ""boogieman"".",MEDIUM,
CVE-2000-1231,2000-12-31T05:00:00.000,2025-04-03T01:03:51.193,code.php3 in Phorum 3.0.7 allows remote attackers to read arbitrary files in the phorum directory via the query string.,MEDIUM,
CVE-2000-1232,2000-12-31T05:00:00.000,2025-04-03T01:03:51.193,upgrade.php3 in Phorum 3.0.7 could allow remote attackers to modify certain Phorum database tables via an unknown method.,MEDIUM,
CVE-2000-1233,2000-12-31T05:00:00.000,2025-04-03T01:03:51.193,SQL injection vulnerability in read.php3 and other scripts in Phorum 3.0.7 allows remote attackers to execute arbitrary SQL queries via the sSQL parameter.,HIGH,
CVE-2000-1234,2000-12-31T05:00:00.000,2025-04-03T01:03:51.193,"violation.php3 in Phorum 3.0.7 allows remote attackers to send e-mails to arbitrary addresses and possibly use Phorum as a ""spam proxy"" by setting the Mod and ForumName parameters.",MEDIUM,
CVE-2000-1235,2000-12-31T05:00:00.000,2025-04-03T01:03:51.193,The default configurations of (1) the port listener and (2) modplsql in Oracle Internet Application Server (IAS) 3.0.7 and earlier allow remote attackers to view privileged database information via HTTP requests for Database Access Descriptor (DAD) files.,MEDIUM,
CVE-2000-1236,2000-12-31T05:00:00.000,2025-04-03T01:03:51.193,SQL injection vulnerability in mod_sql in Oracle Internet Application Server (IAS) 3.0.7 and earlier allows remote attackers to execute arbitrary SQL commands via the query string of the URL.,HIGH,
CVE-2000-1238,2000-12-31T05:00:00.000,2025-04-03T01:03:51.193,BEA Systems WebLogic Express and WebLogic Server 5.1 SP1-SP6 allows remote attackers to bypass access controls for restricted JSP or servlet pages via a URL with multiple / (forward slash) characters before the restricted pages.,HIGH,
CVE-2000-1239,2000-12-31T05:00:00.000,2025-04-03T01:03:51.193,"The HTTP interface of Tivoli Lightweight Client Framework (LCF) in IBM Tivoli Management Framework 3.7.1 sets http_disable to zero at install time, which allows remote authenticated users to bypass file permissions on Tivoli Endpoint Configuration data files via an unspecified manipulation of log files.",HIGH,
CVE-2000-1240,2000-12-31T05:00:00.000,2025-04-03T01:03:51.193,"Unspecified vulnerability in siteman.php3 in AnyPortal(php) before 22 APR 00 allows remote attackers to obtain sensitive information via unknown attack vectors, which reveal the absolute path.  NOTE: the provenance of this information is unknown; the details are obtained from third party information.",MEDIUM,
CVE-2000-1242,2000-12-31T05:00:00.000,2025-04-03T01:03:51.193,"The HTTP service in American Power Conversion (APC) PowerChute uses a default username and password, which allows remote attackers to gain system access.",HIGH,
CVE-2000-0897,2001-01-09T05:00:00.000,2025-04-03T01:03:51.193,"Small HTTP Server 2.03 and earlier allows remote attackers to cause a denial of service by repeatedly requesting a URL that references a directory that does not contain an index.html file, which consumes memory that is not released after the request is completed.",MEDIUM,
CVE-2000-0898,2001-01-09T05:00:00.000,2025-04-03T01:03:51.193,"Small HTTP Server 2.01 does not properly process Server Side Includes (SSI) tags that contain null values, which allows local users, and possibly remote attackers, to cause the server to crash by inserting the SSI into an HTML file.",MEDIUM,
CVE-2000-0899,2001-01-09T05:00:00.000,2025-04-03T01:03:51.193,"Small HTTP Server 2.01 allows remote attackers to cause a denial of service by connecting to the server and sending out multiple GET, HEAD, or POST requests and closing the connection before the server responds to the requests.",MEDIUM,
CVE-2000-1081,2001-01-09T05:00:00.000,2025-04-03T01:03:51.193,"The xp_displayparamstmt function in SQL Server and Microsoft SQL Server Desktop Engine (MSDE) does not properly restrict the length of a buffer before calling the srv_paraminfo function in the SQL Server API for Extended Stored Procedures (XP), which allows an attacker to cause a denial of service or execute arbitrary commands, aka the ""Extended Stored Procedure Parameter Parsing"" vulnerability.",MEDIUM,
CVE-2000-1082,2001-01-09T05:00:00.000,2025-04-03T01:03:51.193,"The xp_enumresultset function in SQL Server and Microsoft SQL Server Desktop Engine (MSDE) does not properly restrict the length of a buffer before calling the srv_paraminfo function in the SQL Server API for Extended Stored Procedures (XP), which allows an attacker to cause a denial of service or execute arbitrary commands, aka the ""Extended Stored Procedure Parameter Parsing"" vulnerability.",MEDIUM,
CVE-2000-1083,2001-01-09T05:00:00.000,2025-04-03T01:03:51.193,"The xp_showcolv function in SQL Server and Microsoft SQL Server Desktop Engine (MSDE) does not properly restrict the length of a buffer before calling the srv_paraminfo function in the SQL Server API for Extended Stored Procedures (XP), which allows an attacker to cause a denial of service or execute arbitrary commands, aka the ""Extended Stored Procedure Parameter Parsing"" vulnerability.",LOW,
CVE-2000-1084,2001-01-09T05:00:00.000,2025-04-03T01:03:51.193,"The xp_updatecolvbm function in SQL Server and Microsoft SQL Server Desktop Engine (MSDE) does not properly restrict the length of a buffer before calling the srv_paraminfo function in the SQL Server API for Extended Stored Procedures (XP), which allows an attacker to cause a denial of service or execute arbitrary commands, aka the ""Extended Stored Procedure Parameter Parsing"" vulnerability.",MEDIUM,
CVE-2000-1085,2001-01-09T05:00:00.000,2025-04-03T01:03:51.193,"The xp_peekqueue function in Microsoft SQL Server 2000 and SQL Server Desktop Engine (MSDE) does not properly restrict the length of a buffer before calling the srv_paraminfo function in the SQL Server API for Extended Stored Procedures (XP), which allows an attacker to cause a denial of service or execute arbitrary commands, aka the ""Extended Stored Procedure Parameter Parsing"" vulnerability.",MEDIUM,
CVE-2000-1086,2001-01-09T05:00:00.000,2025-04-03T01:03:51.193,"The xp_printstatements function in Microsoft SQL Server 2000 and SQL Server Desktop Engine (MSDE) does not properly restrict the length of a buffer before calling the srv_paraminfo function in the SQL Server API for Extended Stored Procedures (XP), which allows an attacker to cause a denial of service or execute arbitrary commands, aka the ""Extended Stored Procedure Parameter Parsing"" vulnerability.",MEDIUM,
CVE-2000-1087,2001-01-09T05:00:00.000,2025-04-03T01:03:51.193,"The xp_proxiedmetadata function in Microsoft SQL Server 2000 and SQL Server Desktop Engine (MSDE) does not properly restrict the length of a buffer before calling the srv_paraminfo function in the SQL Server API for Extended Stored Procedures (XP), which allows an attacker to cause a denial of service or execute arbitrary commands, aka the ""Extended Stored Procedure Parameter Parsing"" vulnerability.",MEDIUM,
CVE-2000-1088,2001-01-09T05:00:00.000,2025-04-03T01:03:51.193,"The xp_SetSQLSecurity function in Microsoft SQL Server 2000 and SQL Server Desktop Engine (MSDE) does not properly restrict the length of a buffer before calling the srv_paraminfo function in the SQL Server API for Extended Stored Procedures (XP), which allows an attacker to cause a denial of service or execute arbitrary commands, aka the ""Extended Stored Procedure Parameter Parsing"" vulnerability.",MEDIUM,
CVE-2000-1097,2001-01-09T05:00:00.000,2025-04-03T01:03:51.193,The web server for the SonicWALL SOHO firewall allows remote attackers to cause a denial of service via a long username in the authentication page.,MEDIUM,
CVE-2000-1098,2001-01-09T05:00:00.000,2025-04-03T01:03:51.193,The web server for the SonicWALL SOHO firewall allows remote attackers to cause a denial of service via an empty GET or POST request.,MEDIUM,
